title,year,genres,imdb_rating,local_gross,worldwide_gross,budget,opening_weekend,url
"Jabondang seoneon: Mangukui nodongjayeo, chukcheothara!",2003,"['Back to top', 'Sci-Fi', 'Drama', 'Horror']",6.0,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt1359425/
When I Turned Nine,2004,"['Back to top', 'Drama']",7.4,N/A,"$17,479",N/A,N/A,https://www.imdb.com/title/tt0398663/
Daseoseun neomu manha,2005,"['Back to top', 'Drama']",6.6,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0494678/
Seoul Raiders,2005,"['Back to top', 'Action', 'Drama', 'Comedy']",5.5,N/A,"$965,110","HK$40,000,000 (estimated)",N/A,https://www.imdb.com/title/tt0455116/
The Aggressives,2005,"['Back to top', 'Drama']",5.8,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0464692/
Hey Arnold! The Movie,2002,"['Adventure', 'Comedy', 'Thriller', 'Drama', 'Back to top', 'Hand-Drawn Animation', 'Animation', 'Family']",6.0,"$13,728,902","$15,249,308","$3,000,000 (estimated)","$5,706,332",https://www.imdb.com/title/tt0314166/
On the Occasion of Remembering the Turning Gate,2002,"['Back to top', 'Drama']",7.3,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0313550/
Venus,2002,"['Action', 'Back to top']",7.5,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0251462/
Silver Knife,2003,"['Romance', 'Back to top', 'Comedy']",5.0,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0382677/
Geochilmaru,2005,"['Action', 'Back to top']",5.7,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0480685/
My Wife Is a Gangster,2001,"['Comedy', 'Drama', 'Back to top', 'Romance', 'Action', 'Crime']",6.3,N/A,"$1,211,843",N/A,N/A,https://www.imdb.com/title/tt0296696/
The Last Wolf,2004,"['Back to top', 'Comedy']",4.9,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0400621/
Geo-Lobotomy,2005,"['Sci-Fi', 'Back to top', 'Horror']",5.1,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt1368466/
Plum Blossom,2000,"['Back to top', 'Drama', 'Romance']",5.9,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0266855/
I Wish I Had a Wife,2001,"['Back to top', 'Romance', 'Drama', 'Comedy']",6.3,N/A,N/A,"$2,200,000 (estimated)",N/A,https://www.imdb.com/title/tt0287583/
Dream of a Warrior,2001,"['Back to top', 'Fantasy', 'Sci-Fi', 'Romance', 'Action']",3.4,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0346904/
Reversal of Fortune,2003,"['Back to top', 'Drama', 'Comedy']",6.0,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0364759/
Rugrats in Paris,2000,"['Adventure', 'Comedy', 'Back to top', 'Hand-Drawn Animation', 'Animation', 'Family', 'Romance']",6.2,"$76,507,756","$103,291,131","$30,000,000 (estimated)","$22,718,184",https://www.imdb.com/title/tt0213203/
Miwodo dashi hanbeon,2002,['Back to top'],3.5,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0323272/
Together,2002,"['Back to top', 'Music', 'Drama']",7.4,"$1,151,941","$14,687,167",N/A,"$69,209",https://www.imdb.com/title/tt0332639/
Naked Paradise,2002,"['Back to top', 'Drama']",3.3,N/A,"$170,178",N/A,N/A,https://www.imdb.com/title/tt0325772/
Yesterday,2002,"['Sci-Fi', 'Action', 'Crime', 'Back to top']",4.9,N/A,"$1,589,942","$5,000,000 (estimated)",N/A,https://www.imdb.com/title/tt0326441/
The Lake House,2006,"['Back to top', 'Fantasy', 'Drama', 'Romance']",6.8,"$52,330,111","$114,830,111","$40,000,000 (estimated)","$13,616,196",https://www.imdb.com/title/tt0410297/
Blue Swallow,2005,"['Back to top', 'Romance']",6.9,N/A,"$3,054,367","₩8,000,000,000 (estimated)",N/A,https://www.imdb.com/title/tt0409811/
Address Unknown,2001,"['Back to top', 'Drama', 'War']",7.2,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0284815/
Bongja,2000,"['Back to top', 'Drama', 'Comedy']",5.1,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0261581/
My Wife Is a Gangster 2,2003,"['Back to top', 'Action', 'Crime', 'Comedy']",6.0,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0364447/
No Comment,2002,"['Back to top', 'Drama', 'Comedy']",6.6,N/A,"$2,707,673",N/A,N/A,https://www.imdb.com/title/tt0323311/
Frakchi,2004,"['Back to top', 'Thriller', 'Drama']",6.5,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0473483/
Rules of Dating,2005,"['Romance', 'Back to top', 'Comedy']",6.3,N/A,"$11,016,544",N/A,N/A,https://www.imdb.com/title/tt0464762/
Can't Live Without Robbery,2002,"['Action', 'Back to top', 'Comedy']",5.9,N/A,"$1,939,052",N/A,N/A,https://www.imdb.com/title/tt0330225/
The Legend of Evil Lake,2003,"['Horror', 'Drama', 'Back to top', 'Fantasy', 'Romance', 'Action']",5.8,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0377633/
Fighter in the Wind,2004,"['History', 'Drama', 'Back to top', 'War', 'Action', 'Biography']",6.9,N/A,"$1,518","$6,000,000 (estimated)",N/A,https://www.imdb.com/title/tt0416499/
The President's Barber,2004,"['Back to top', 'Dark Comedy', 'Drama', 'Comedy']",6.9,N/A,"$5,188",N/A,N/A,https://www.imdb.com/title/tt0406853/
Interview,2000,"['Back to top', 'Drama', 'Romance']",6.0,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0253146/
Whistling Princess,2002,"['Back to top', 'Comedy']",3.8,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0345419/
Tears,2000,"['Back to top', 'Drama']",6.1,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0269642/
Eraser Wrestling,2002,['Back to top'],6.0,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0315553/
Curious George,2006,"['Animal Adventure', 'Adventure', 'Comedy', 'Back to top', 'Hand-Drawn Animation', 'Animation', 'Family']",6.5,"$58,360,760","$69,865,924","$50,000,000 (estimated)","$14,703,405",https://www.imdb.com/title/tt0381971/
Flying Boys,2004,"['Back to top', 'Drama']",6.2,N/A,N/A,"$2,000,000 (estimated)",N/A,https://www.imdb.com/title/tt0432393/
Into the Mirror,2003,"['Back to top', 'Thriller', 'Mystery', 'Horror']",6.4,N/A,"$70,277","$3,000,000 (estimated)",N/A,https://www.imdb.com/title/tt0372937/
Duelist,2005,"['Mystery', 'Comedy', 'Back to top', 'Romance', 'Action']",5.8,N/A,"$6,324,945",N/A,N/A,https://www.imdb.com/title/tt0475616/
Kim Gina-eui bidio ilgi,2002,"['Documentary', 'Back to top']",5.1,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0382780/
Doma Ahn Jung-geun,2004,"['Back to top', 'Action', 'Drama']",4.5,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0422108/
Brain Wave,2005,"['Sci-Fi', 'Back to top']",4.4,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt1489146/
A Family,2004,"['Back to top', 'Drama']",7.1,N/A,N/A,"$2,000,000 (estimated)",N/A,https://www.imdb.com/title/tt0406794/
The Isle,2000,"['Back to top', 'Thriller', 'Drama']",6.9,"$20,666","$24,963","$1,000,000 (estimated)","$4,546",https://www.imdb.com/title/tt0255589/
Heavy Metal 2000,2000,"['Adventure', 'Dark Comedy', 'Back to top', 'Animation', 'Fantasy', 'Sci-Fi', 'Action', 'Adult Animation']",5.4,N/A,N/A,"$15,000,000 (estimated)",N/A,https://www.imdb.com/title/tt0119273/
Lady Vengeance,2005,"['Thriller', 'Dark Comedy', 'Back to top', 'Drama', 'Crime']",7.5,"$211,667","$23,835,242","₩4,200,000,000 (estimated)","$9,850",https://www.imdb.com/title/tt0451094/
Running 7 Dogs,2001,"['Action', 'Back to top']",4.9,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0434850/
Ghost House,2004,"['Back to top', 'Horror', 'Comedy']",6.1,N/A,N/A,"$3,700,000 (estimated)",N/A,https://www.imdb.com/title/tt0420660/
Jakarta,2000,"['Comedy', 'Caper', 'Thriller', 'Back to top', 'Crime']",6.5,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0291275/
A Good Lawyer's Wife,2003,"['Back to top', 'Drama', 'Romance']",6.1,N/A,"$80,940",N/A,N/A,https://www.imdb.com/title/tt0372782/
Addicted,2002,"['Mystery', 'Thriller', 'Back to top', 'Drama', 'Romance']",6.8,N/A,"$4,086,108",N/A,N/A,https://www.imdb.com/title/tt0336678/
Just Do It!,2000,"['Back to top', 'Comedy']",5.8,N/A,"$44,079",N/A,N/A,https://www.imdb.com/title/tt0297163/
Happy Ero Christmas,2003,"['Romance', 'Back to top', 'Comedy']",4.2,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0385737/
Memories of Murder,2003,"['Thriller', 'Dark Comedy', 'Police Procedural', 'Drama', 'Back to top', 'Korean Drama', 'True Crime', 'Mystery', 'Crime', 'Serial Killer']",8.1,"$15,357","$1,210,156","$2,800,000 (estimated)","$4,487",https://www.imdb.com/title/tt0353969/
Mai jeneoreisheon,2004,"['Back to top', 'Drama']",6.4,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0439716/
Over the Rainbow,2002,"['Back to top', 'Drama', 'Romance']",7.0,N/A,"$2,549,834",N/A,N/A,https://www.imdb.com/title/tt0313445/
Gwenchana uljima,2001,"['Back to top', 'Drama']",7.1,N/A,"$12,520",N/A,N/A,https://www.imdb.com/title/tt0325513/
Windstruck,2004,"['Comedy', 'Back to top', 'Drama', 'Romance', 'Crime']",7.1,N/A,"$19,225,992",N/A,N/A,https://www.imdb.com/title/tt0409072/
Jail Breakers,2002,"['Back to top', 'Comedy']",6.2,N/A,"$17,797,711",N/A,N/A,https://www.imdb.com/title/tt0333528/
Popee,2002,"['Back to top', 'Drama', 'Comedy']",6.5,N/A,N/A,"₩100,000,000 (estimated)",N/A,https://www.imdb.com/title/tt0345804/
The Reef,2006,"['Adventure', 'Back to top', 'Sea Adventure', 'Family', 'Animation', 'Computer Animation']",4.1,N/A,"$14,220,743","$10,000,000 (estimated)",N/A,https://www.imdb.com/title/tt0820142/
Sad Movie,2005,"['Back to top', 'Romance', 'Drama', 'Comedy']",7.2,N/A,"$7,034,164",N/A,N/A,https://www.imdb.com/title/tt0475711/
Painted Fire,2002,"['Back to top', 'Drama', 'Biography', 'History']",7.1,"$64,029","$6,988,181",N/A,"$8,196",https://www.imdb.com/title/tt0317234/
Teenage Hooker Becomes a Killing Machine,2000,"['Back to top', 'Drama', 'Sci-Fi', 'Horror', 'Crime']",4.3,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0280140/
Blood Rain,2005,"['Thriller', 'Back to top', 'Mystery']",6.5,N/A,"$14,270,938",N/A,N/A,https://www.imdb.com/title/tt0462684/
Acacia,2003,"['Thriller', 'Back to top', 'Horror']",5.6,N/A,N/A,"$2,200,000 (estimated)",N/A,https://www.imdb.com/title/tt0380164/
Marathon,2005,"['Back to top', 'Drama', 'Biography', 'Sport']",7.6,N/A,"$33,284,089",N/A,N/A,https://www.imdb.com/title/tt0448621/
"Murder, Take One",2005,"['Back to top', 'Mystery', 'Drama', 'Comedy']",6.2,N/A,"$14,915,208",N/A,N/A,https://www.imdb.com/title/tt0475517/
2424,2002,"['Action', 'Back to top', 'Comedy']",4.8,N/A,"$1,197,891","$5,700,000 (estimated)",N/A,https://www.imdb.com/title/tt0335791/
The Way Home,2002,"['Back to top', 'Drama']",7.7,"$445,367","$24,952,738","$2,000,000 (estimated)","$29,737",https://www.imdb.com/title/tt0312841/
Saranghae malsoonssi,2005,"['Back to top', 'Drama']",6.1,N/A,"$2,637,288",N/A,N/A,https://www.imdb.com/title/tt0488726/
Empress Chung,2005,"['Back to top', 'Fantasy', 'Animation', 'Drama']",7.0,N/A,"$277,566",N/A,N/A,https://www.imdb.com/title/tt0470745/
The Doll Master,2004,"['Thriller', 'Back to top', 'Horror']",5.7,N/A,"$124,073","$2,000,000 (estimated)",N/A,https://www.imdb.com/title/tt0416853/
4 balgarak,2002,"['Action', 'Back to top', 'Comedy']",4.3,N/A,"$840,000",N/A,N/A,https://www.imdb.com/title/tt0315735/
Witch Board: Bunshinsaba,2004,"['Thriller', 'Back to top', 'Horror']",5.6,N/A,"$2,117,269","$2,500,000 (estimated)",N/A,https://www.imdb.com/title/tt0415689/
Madeleine,2003,"['Back to top', 'Romance']",6.2,N/A,"$2,097,923",N/A,N/A,https://www.imdb.com/title/tt0345603/
Woman Is the Future of Man,2004,"['Back to top', 'Drama']",6.4,"$11,807","$247,588",N/A,"$4,763",https://www.imdb.com/title/tt0403692/
Ardor,2002,"['Back to top', 'Drama', 'Romance']",5.7,N/A,"$2,129,092",N/A,N/A,https://www.imdb.com/title/tt0341470/
Loft,2005,"['Back to top', 'Horror']",5.5,N/A,"$23,703","$2,500,000 (estimated)",N/A,https://www.imdb.com/title/tt0443231/
My Little Bride,2004,"['Back to top', 'Romance', 'Drama', 'Comedy']",7.0,N/A,"$297,756",N/A,N/A,https://www.imdb.com/title/tt0395140/
Crying Fist,2005,"['Back to top', 'Action', 'Drama', 'Sport']",7.2,N/A,"$10,024,751",N/A,N/A,https://www.imdb.com/title/tt0457007/
Blossom Again,2005,"['Back to top', 'Drama', 'Romance']",5.4,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0481815/
Sa-kwa,2005,"['Back to top', 'Drama']",6.5,N/A,"$273,689",N/A,N/A,https://www.imdb.com/title/tt0478025/
My Girl and I,2005,"['Back to top', 'Romance', 'Drama', 'Comedy']",7.1,N/A,"$460,117",N/A,N/A,https://www.imdb.com/title/tt0488177/
Don't Look Back,2005,"['Back to top', 'Romance']",6.0,N/A,N/A,"$900,000 (estimated)",N/A,https://www.imdb.com/title/tt0835823/
The Romantic President,2002,"['Back to top', 'Romance', 'Drama', 'Comedy']",5.7,N/A,"$2,596,774",N/A,N/A,https://www.imdb.com/title/tt0341521/
Lee Dae-ro Can't Die,2005,"['Action', 'Back to top', 'Comedy']",6.2,N/A,"$4,736,013",N/A,N/A,https://www.imdb.com/title/tt0479697/
Double Agent,2003,"['Thriller', 'Action', 'Back to top']",6.2,N/A,"$2,629,524",N/A,N/A,https://www.imdb.com/title/tt0342561/
Mr. Gam's Victory,2004,"['Back to top', 'Action', 'Drama', 'Comedy']",6.8,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0423293/
Mission Barabba,2001,['Back to top'],6.8,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0325832/
Bewitching Attraction,2006,"['Romance', 'Back to top', 'Comedy']",4.2,N/A,"$2,504,320",N/A,N/A,https://www.imdb.com/title/tt0778159/
MOB 2025,2025,"['Back to top', 'Action', 'Sci-Fi']",3.1,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0293857/
Friend,2001,"['Back to top', 'Drama', 'Action', 'Crime']",7.2,N/A,"$550,031",N/A,N/A,https://www.imdb.com/title/tt0281718/
The Toy Warrior,2005,"['Back to top', 'Fantasy', 'Animation', 'Family']",6.3,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0363141/
Yoru o kakete,2002,"['Back to top', 'Drama']",5.8,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0417281/
The Beast and the Beauty,2005,"['Romance', 'Back to top', 'Comedy']",6.5,N/A,"$8,666,859",N/A,N/A,https://www.imdb.com/title/tt0485553/
Champion,2002,"['Back to top', 'Drama', 'Biography', 'Sport']",6.4,N/A,"$10,569,737","₩7,850,000,000 (estimated)",N/A,https://www.imdb.com/title/tt0325165/
You Are My Sunshine,2005,"['Back to top', 'Drama', 'Romance']",7.0,N/A,"$17,650,142",N/A,N/A,https://www.imdb.com/title/tt0479773/
Failan,2001,"['Back to top', 'Drama', 'Romance']",7.5,N/A,"$49,665",N/A,N/A,https://www.imdb.com/title/tt0289181/
Wet Dreams 2,2005,"['Back to top', 'Comedy']",4.7,N/A,"$6,155,013",N/A,N/A,https://www.imdb.com/title/tt0453161/
Sanchaeg,2000,"['Back to top', 'Drama']",6.0,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0297377/
Oasis,2002,"['Back to top', 'Drama', 'Romance']",7.8,"$10,304","$6,697,119",N/A,"$6,485",https://www.imdb.com/title/tt0320193/
A Bittersweet Life,2005,"['Thriller', 'Back to top', 'Drama', 'Action', 'Crime']",7.5,N/A,"$10,080,808",N/A,N/A,https://www.imdb.com/title/tt0456912/
And Thereafter,2005,"['Documentary', 'Back to top']",7.9,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0497016/
Kumite,2000,"['Back to top', 'Action', 'Drama']",5.1,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0253193/
Crayon Shin-chan: Fierceness That Invites Storm! Yakiniku Road of Glory,2003,"['Adventure', 'Comedy', 'Anime', 'Back to top', 'Animation', 'Family']",6.6,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt1149379/
Save the Green Planet!,2003,"['Alien Invasion', 'Comedy', 'Thriller', 'Dark Comedy', 'Drama', 'Satire', 'Back to top', 'Sci-Fi', 'Horror', 'Crime']",7.2,"$15,516","$15,516",N/A,"$3,040",https://www.imdb.com/title/tt0354668/
3-Iron,2004,"['Back to top', 'Drama', 'Crime', 'Romance']",7.9,"$241,914","$3,403,957","$1,000,000 (estimated)","$20,084",https://www.imdb.com/title/tt0423866/
...ing,2003,"['Back to top', 'Drama', 'Romance']",7.2,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0381838/
Bichunmoo,2000,"['Wuxia', 'Martial Arts', 'Drama', 'Back to top', 'Fantasy', 'Romance', 'Action']",6.1,N/A,N/A,"$4,000,000 (estimated)",N/A,https://www.imdb.com/title/tt0278351/
Happy Funeral Director,2000,"['Back to top', 'Comedy']",6.5,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0263412/
Dance with the Wind,2004,"['Romance', 'Back to top', 'Comedy']",6.7,N/A,N/A,"$2,500,000 (estimated)",N/A,https://www.imdb.com/title/tt0400209/
Lover,2005,"['Back to top', 'Drama', 'Romance']",5.7,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0492533/
North Korean Guys,2003,"['Back to top', 'Comedy']",5.7,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0388003/
Untold Scandal,2003,"['Back to top', 'Drama', 'Costume Drama']",6.8,"$63,332","$5,762,801",N/A,"$6,015",https://www.imdb.com/title/tt0380689/
Repatriation,2003,"['Documentary', 'Back to top']",7.7,N/A,"$14,795",N/A,N/A,https://www.imdb.com/title/tt0390425/
DMZ,2004,"['Back to top', 'Drama', 'War']",4.5,N/A,N/A,"$2,500,000 (estimated)",N/A,https://www.imdb.com/title/tt0431715/
Chulsoo & Younghee,2005,"['Romance', 'Fantasy', 'Back to top', 'Comedy']",6.2,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0468693/
Harpy,2000,"['Back to top', 'Horror']",3.9,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0293217/
Springtime,2004,"['Back to top', 'Drama']",7.1,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0420646/
The Hypnotized,2004,"['Thriller', 'Romance', 'Back to top', 'Mystery']",5.8,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0419730/
I Love You,2001,"['Back to top', 'Romance']",6.3,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0294638/
Cello,2005,"['Back to top', 'Mystery', 'Horror']",5.9,N/A,"$52,297",N/A,N/A,https://www.imdb.com/title/tt0475532/
Eum-ma,2005,"['Back to top', 'Drama']",6.3,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0430352/
The SpongeBob SquarePants Movie,2004,"['Adventure', 'Comedy', 'Back to top', 'Hand-Drawn Animation', 'Sea Adventure', 'Animation', 'Family', 'Slapstick', 'Fantasy', 'Buddy Comedy']",7.2,"$85,417,988","$141,067,695","$30,000,000 (estimated)","$32,018,216",https://www.imdb.com/title/tt0345950/
"My Mother, the Mermaid",2004,"['Back to top', 'Fantasy', 'Drama', 'Romance']",6.6,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0417782/
Shinhon yeohaeng,2000,"['Thriller', 'Back to top', 'Comedy']",4.3,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0380713/
Les enfants de la pluie,2003,"['Back to top', 'Fantasy', 'Animation', 'Adventure']",6.8,N/A,"$1,449,658",N/A,N/A,https://www.imdb.com/title/tt0296619/
The Road Taken,2003,"['Back to top', 'Drama']",6.9,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0381577/
Booking Sonata,2001,"['Back to top', 'Action', 'Drama', 'Romance']",3.7,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0350644/
The Rhapsody,2001,"['Action', 'Back to top']",5.9,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0296660/
The Humanist,2001,"['Comedy', 'Thriller', 'Dark Comedy', 'Back to top', 'Drama']",6.0,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0293266/
The Circle,2003,"['Thriller', 'Back to top']",5.1,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0383271/
"My Boss, My Hero",2001,"['Back to top', 'Action', 'Crime', 'Comedy']",6.2,N/A,"$99,128",N/A,N/A,https://www.imdb.com/title/tt0301214/
Pororo to the Cookie Castle,2004,"['Animation', 'Back to top']",6.2,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt7604438/
Bungee Jumping of Their Own,2001,"['Back to top', 'Drama', 'Romance']",6.9,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0276818/
The Twins,2005,"['Back to top', 'Crime', 'Comedy']",5.5,N/A,"$3,445,824",N/A,N/A,https://www.imdb.com/title/tt0464760/
Jaemitneun yeonghwa,2002,"['Action', 'Back to top', 'Parody', 'Comedy']",5.4,N/A,"$5,704,616",N/A,N/A,https://www.imdb.com/title/tt0314218/
Jugeulrae salrae,2003,"['Action', 'Back to top', 'Comedy']",3.1,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0349663/
Wet Dreams,2002,"['Back to top', 'Comedy']",5.4,N/A,"$13,936,317",N/A,N/A,https://www.imdb.com/title/tt0341476/
"No Blood, No Tears",2002,"['Comedy', 'Back to top', 'Drama', 'Action', 'Crime']",6.1,N/A,"$2,860,794",N/A,N/A,https://www.imdb.com/title/tt0310000/
Jang Seonu byeonjugok,2001,"['Documentary', 'Back to top']",7.8,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0274579/
Ice Rain,2004,"['Back to top', 'Drama', 'Adventure', 'Romance']",5.5,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0389805/
April Snow,2005,"['Back to top', 'Drama', 'Romance']",6.6,N/A,"$24,873,159",N/A,N/A,https://www.imdb.com/title/tt0448663/
So Cute,2004,"['Back to top', 'Drama', 'Comedy']",4.1,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0368769/
If,2000,"['Back to top', 'Drama', 'Romance']",4.6,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0375827/
The Scarlet Letter,2004,"['Romance', 'Thriller', 'Drama', 'Back to top', 'Mystery', 'Erotic Thriller']",6.3,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0427411/
Art of Seduction,2005,"['Romance', 'Back to top', 'Comedy']",6.0,N/A,"$14,152,879",N/A,N/A,https://www.imdb.com/title/tt0492650/
Host & Guest,2005,"['Back to top', 'Drama']",7.3,N/A,"$37,130",N/A,N/A,https://www.imdb.com/title/tt0765500/
Saseul,2000,"['Thriller', 'Back to top']",4.9,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0307412/
Barking Dogs Never Bite,2000,"['Comedy', 'Dark Comedy', 'Back to top', 'Drama', 'Slapstick']",6.9,N/A,"$45,853",N/A,N/A,https://www.imdb.com/title/tt0269743/
Ditto,2000,"['Back to top', 'Sci-Fi', 'Drama', 'Romance']",7.0,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0270919/
Silence Broken: Korean Comfort Women,2000,"['Documentary', 'Back to top']",8.2,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0338433/
Ark,2005,"['Drama', 'Back to top', 'Sci-Fi', 'Animation', 'Computer Animation', 'Action']",5.9,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0473435/
Some,2004,"['Back to top', 'Action', 'Crime', 'Mystery']",6.0,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0424448/
Jealousy Is My Middle Name,2002,"['Back to top', 'Drama', 'Romance']",6.4,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0352464/
Oldboy,2003,"['Psychological Thriller', 'Thriller', 'Dark Comedy', 'One-Person Army Action', 'Drama', 'Back to top', 'Mystery', 'Action', 'Psychological Drama']",8.3,"$2,458,200","$17,592,355","$3,000,000 (estimated)","$68,957",https://www.imdb.com/title/tt0364569/
Marrying the Mafia,2002,"['Back to top', 'Romance', 'Crime', 'Comedy']",6.0,N/A,"$61,583",N/A,N/A,https://www.imdb.com/title/tt0330316/
"Jenny, Juno",2005,"['Back to top', 'Comedy']",6.3,N/A,"$1,575,871",N/A,N/A,https://www.imdb.com/title/tt0453115/
The Legend of Gingko,2000,"['Back to top', 'Action', 'Adventure', 'Romance']",5.3,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0297071/
Love Impossible,2003,"['Back to top', 'Drama', 'Romance']",4.6,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0368888/
Wonderful Days,2003,"['Adventure', 'Back to top', 'Cyberpunk', 'Animation', 'Adult Animation', 'Fantasy', 'Sci-Fi', 'Action', 'Dystopian Sci-Fi']",6.6,"$74,663","$197,221","$9,750,000 (estimated)","$3,022",https://www.imdb.com/title/tt0353014/
Never to Lose,2005,"['Back to top', 'Thriller', 'Action', 'Drama']",5.5,N/A,"$5,129,751",N/A,N/A,https://www.imdb.com/title/tt0483918/
Tae Guk Gi: The Brotherhood of War,2004,"['Back to top', 'Action', 'Drama', 'War']",8.0,"$1,111,061","$81,407,286","$12,800,000 (estimated)","$260,135",https://www.imdb.com/title/tt0386064/
Voice,2005,"['Back to top', 'Horror']",6.2,N/A,"$2,933,433",N/A,N/A,https://www.imdb.com/title/tt0470967/
Rugrats Go Wild,2003,"['Adventure', 'Comedy', 'Back to top', 'Hand-Drawn Animation', 'Animation', 'Family', 'Fantasy', 'Musical']",5.6,"$39,402,572","$55,250,496","$25,000,000 (estimated)","$11,556,869",https://www.imdb.com/title/tt0337711/
Red Eye,2004,"['Back to top', 'Horror']",4.7,N/A,"$693,832",N/A,N/A,https://www.imdb.com/title/tt0448707/
Nadooya kanda,2004,"['Back to top', 'Comedy']",5.9,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0435217/
Rikidozan: A Hero Extraordinary,2004,"['Back to top', 'Drama', 'Biography', 'Sport']",6.7,N/A,"$7,505,881",N/A,N/A,https://www.imdb.com/title/tt0435931/
Saulabi,2002,"['Action', 'Back to top', 'War']",4.6,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0301808/
Marriage is a Crazy Thing,2002,"['Back to top', 'Drama', 'Romance']",6.9,N/A,"$6,558,851",N/A,N/A,https://www.imdb.com/title/tt0315930/
Oh! Brothers,2003,"['Back to top', 'Drama', 'Family', 'Comedy']",5.9,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0376018/
