title,year,genres,imdb_rating,local_gross,worldwide_gross,budget,opening_weekend,url
Summer of 1941,1941,"['Back to top', 'Action', 'Period Drama', 'War']",6.1,N/A,"$6,656",N/A,N/A,https://www.imdb.com/title/tt19770590/
Serdtse moyo - Astana,2012,"['Back to top', 'Romance', 'Drama', 'Comedy']",5.2,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt3754750/
Bikechess,2024,"['Back to top', 'Drama']",7.5,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt27106635/
Dvoynaya familiya,2006,"['Back to top', 'Drama']",7.0,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt1409828/
Molochnaya devochka,2021,"['Back to top', 'Romance']",4.8,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt20413208/
"The Rough River, the Placid Sea",2005,['Back to top'],6.4,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0472730/
Taraz,2016,"['Adventure', 'Back to top', 'Drama', 'Family', 'Crime']",6.3,N/A,N/A,"$300,000 (estimated)",N/A,https://www.imdb.com/title/tt6020248/
Aruakh,2018,"['Back to top', 'Drama', 'Horror']",6.2,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt9848946/
Alga,2022,"['Back to top', 'Drama', 'Crime', 'Sport']",7.7,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt21301792/
Molitva Leyly,2002,"['Back to top', 'Drama']",6.7,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0382184/
In the Darkness,2018,"['Thriller', 'Back to top', 'Horror']",3.4,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt10949534/
Spurt,2010,"['Back to top', 'Sport']",6.0,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt2034095/
Svadba na troikh,2015,"['Back to top', 'Comedy']",5.6,N/A,N/A,"$300,000 (estimated)",N/A,https://www.imdb.com/title/tt4362672/
Semyanin,2019,"['Back to top', 'Romance', 'Drama', 'Comedy']",6.1,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt11591436/
Dawn of the Great Steppe,2022,"['Historical Epic', 'History', 'Drama', 'Back to top', 'War', 'Action']",5.7,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt28943280/
Racketeer 3,2025,"['Back to top', 'Drama', 'Crime']",7.2,N/A,"$173,974","KZT 395,000,000 (estimated)",N/A,https://www.imdb.com/title/tt34424604/
Tyghyryqtan zhol tapqan,2014,"['Back to top', 'Biography']",6.6,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt4237944/
Guardian of the Light,2018,"['Back to top', 'Drama']",7.6,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt9889934/
Student,2012,"['Back to top', 'Drama']",5.8,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt2369333/
Nomad: The Warrior,2005,"['War', 'Back to top', 'Drama', 'History']",5.8,"$79,123","$3,088,685","$25,000,000 (estimated)","$14,250",https://www.imdb.com/title/tt0374089/
Ograblenie po-kazakh$ki,2014,"['Back to top', 'Action', 'Crime', 'Comedy']",6.3,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt3815704/
Ulbolsyn,2020,"['Back to top', 'Drama']",6.5,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt13294010/
Lave,2009,"['Back to top', 'Drama', 'Action', 'Crime']",5.7,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt3999410/
Mukagali,2021,"['Back to top', 'Drama']",7.5,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt16250312/
Dorogie moi deti,2009,"['Back to top', 'Musical', 'Comedy']",7.1,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt1560617/
Madina,2023,"['Back to top', 'Drama']",6.8,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt29431684/
The Old Man,2012,"['Back to top', 'Drama', 'Action', 'Adventure']",7.2,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt2182115/
Timuchin,2024,"['Action', 'Back to top', 'Comedy']",5.9,N/A,N/A,"$200,000 (estimated)",N/A,https://www.imdb.com/title/tt30877238/
Sofia,2024,"['Back to top', 'Drama', 'Comedy']",6.0,N/A,N/A,"$500,000 (estimated)",N/A,https://www.imdb.com/title/tt31529833/
The Owners,2014,"['Back to top', 'Drama', 'Crime']",6.3,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt3254876/
Brat ili brak 2,2019,"['Back to top', 'Comedy']",7.2,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt19730076/
Zere,2021,"['Back to top', 'Drama']",7.4,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt16475054/
Ayka,2018,"['Back to top', 'Drama']",7.1,N/A,"$43,523",N/A,N/A,https://www.imdb.com/title/tt8305116/
Jol,2001,"['Back to top', 'Drama']",6.8,N/A,"$18,933",N/A,N/A,https://www.imdb.com/title/tt0301481/
My Sinful Angel,2012,"['Back to top', 'Romance']",4.1,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt2033318/
The Fifth Sun,2018,"['Documentary', 'Adventure', 'Back to top']",8.3,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt6938332/
"Stop, noch",2024,"['Back to top', 'Music']",3.9,N/A,$498,N/A,N/A,https://www.imdb.com/title/tt33808640/
Goliaf,2022,"['Back to top', 'Drama']",6.6,N/A,"$1,921",N/A,N/A,https://www.imdb.com/title/tt21379234/
Marika,2022,"['Thriller', 'Back to top']",8.9,N/A,N/A,"$15,000 (estimated)",N/A,https://www.imdb.com/title/tt26698795/
Returnee,2017,"['Back to top', 'Drama']",7.4,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt8355880/
999,2010,"['Back to top', 'Drama']",5.3,N/A,N/A,"$300,000 (estimated)",N/A,https://www.imdb.com/title/tt1691892/
The Secret of a Leader,2018,"['Back to top', 'Drama', 'Crime', 'Family']",6.9,N/A,"$6,965",N/A,N/A,https://www.imdb.com/title/tt8461330/
Kazakh Business in America,2017,"['Back to top', 'Comedy']",6.7,N/A,N/A,"$250,000 (estimated)",N/A,https://www.imdb.com/title/tt6851214/
Paris Song,2018,"['Romance', 'History', 'Drama', 'Back to top', 'Musical', 'Biography']",7.0,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt8198998/
Kadet,2024,"['Back to top', 'Horror']",7.1,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt33986745/
My genie,2023,"['Romance', 'Fantasy', 'Back to top', 'Comedy']",7.0,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt30058998/
Conviction,2024,"['Back to top', 'Thriller', 'Drama', 'Crime']",7.0,N/A,"$11,976",N/A,N/A,https://www.imdb.com/title/tt31775030/
Bride Sabina 2,2016,"['Back to top', 'Comedy']",6.1,N/A,N/A,"$400,000 (estimated)",N/A,https://www.imdb.com/title/tt6361316/
Ovsunçu,2003,"['Back to top', 'Adventure']",7.9,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0471291/
Kazakh Business in India,2022,"['Back to top', 'Comedy']",8.4,N/A,N/A,"$350,000 (estimated)",N/A,https://www.imdb.com/title/tt28665544/
Paralympian,2022,"['Back to top', 'Drama', 'Sport']",7.7,N/A,"$11,959","$240,000 (estimated)",N/A,https://www.imdb.com/title/tt26420503/
Podarok Stalinu,2008,"['Back to top', 'Drama']",7.5,N/A,"$11,036",N/A,N/A,https://www.imdb.com/title/tt1305027/
Mitat,2023,"['Back to top', 'Drama', 'Comedy']",4.8,N/A,"$3,656",N/A,N/A,https://www.imdb.com/title/tt27191541/
Toll Bar,2015,"['Back to top', 'Drama']",4.9,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt4910056/
Three,2020,"['Back to top', 'Thriller', 'Crime', 'Mystery']",5.8,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt13705660/
Qarakoz,2018,"['Back to top', 'Horror']",5.3,N/A,"$3,885","KZT 10,000,000 (estimated)",N/A,https://www.imdb.com/title/tt9239802/
Claustro,2023,"['Thriller', 'Back to top']",5.4,N/A,N/A,"$500,000 (estimated)",N/A,https://www.imdb.com/title/tt29107332/
Kazakh Business,2016,"['Back to top', 'Comedy']",6.0,N/A,N/A,KZT 84 (estimated),N/A,https://www.imdb.com/title/tt18750576/
"Come On, Scumbags",2013,"['Comedy', 'Documentary', 'Back to top', 'Drama', 'Family']",6.0,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt3386440/
Gagma napiri,2009,"['Back to top', 'Drama']",7.7,N/A,N/A,"$750,000 (estimated)",N/A,https://www.imdb.com/title/tt1368439/
Baksy,2008,"['Back to top', 'Fantasy', 'Drama']",6.7,N/A,"$5,747","$1,500,000 (estimated)",N/A,https://www.imdb.com/title/tt0940662/
The Wounded Angel,2016,"['Back to top', 'Drama']",6.6,N/A,N/A,"€1,000,000 (estimated)",N/A,https://www.imdb.com/title/tt4729794/
Running by Runes,2016,"['Back to top', 'Drama']",8.7,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt4780128/
Balaban,2022,"['Back to top', 'Drama']",8.4,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt12984936/
A Guys' Story,2022,"['Action', 'Back to top', 'Comedy']",6.7,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt21997048/
Schizo,2004,"['Thriller', 'Drama', 'Back to top', 'Sport', 'Romance', 'Crime']",7.0,"$54,357","$54,357","$1,500,000 (estimated)","$7,834",https://www.imdb.com/title/tt0406216/
Rayony,2016,"['Back to top', 'Drama', 'Crime']",6.6,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt5715622/
Shu-Chu,2009,"['Back to top', 'Action', 'Adventure', 'Comedy']",5.7,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt1664032/
Kazakh Business in Africa,2018,"['Back to top', 'Comedy']",5.5,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt19731660/
Afa,2021,"['Action', 'Back to top']",5.6,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt20251160/
The Mongolian Connection,2019,"['Action', 'Back to top']",5.5,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt8655594/
Bokser,2021,"['Back to top', 'Drama', 'Biography', 'Sport']",6.3,N/A,"$3,592",N/A,N/A,https://www.imdb.com/title/tt27525874/
Rejected,2018,"['Back to top', 'Drama']",6.9,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt7471534/
Lyubov so vtorogo vzglyada,2024,"['Back to top', 'Romance', 'Drama', 'Comedy']",4.8,N/A,"$663,741",N/A,N/A,https://www.imdb.com/title/tt29261187/
